nb_drones: 30

# ── HUBS ──
hub: start_Theodor_Heuss_Stra_e 51124 544848 [color=blue max_drones=5]
connection: Austra_e_19-Br_ggemannstra_e_3 [max_link_capacity=5]
connection: Christophstra_e_4-Christophstra_e [max_link_capacity=2]
connection: Christophstra_e-Christophstra_e_5 [max_link_capacity=2]
connection: Binswanger_Stra_e-Neckarsulmer_Stra_e [max_link_capacity=10]
connection: Neckarsulmer_Stra_e-Industriebr_cke [max_link_capacity=5]
connection: Binswanger_Stra_e-Neckarsulmer_Stra_e_5 [max_link_capacity=5]
connection: Neckarsulmer_Stra_e_6-Binswanger_Stra_e [max_link_capacity=10]
connection: Br_ggemannstra_e_2-Industriebr_cke [max_link_capacity=5]
connection: Kreuzenstra_e_5-Kreuzenstra_e_11 [max_link_capacity=2]
connection: Kreuzenstra_e_5-Kreuzenstra_e_6 [max_link_capacity=2]
connection: Industrieplatz_2-Industrieplatz [max_link_capacity=2]
connection: Industrieplatz-Salzstra_e_6 [max_link_capacity=2]
connection: Industrieplatz_2-Industrieplatz_6 [max_link_capacity=2]
connection: Weipertstra_e_4-Industrieplatz_2 [max_link_capacity=2]
connection: Gottlieb_Daimler_Stra_e-Salzstra_e_6 [max_link_capacity=2]
connection: Salzstra_e_7-Salzstra_e_6 [max_link_capacity=2]
connection: Gottlieb_Daimler_Stra_e-Gottlieb_Daimler_Stra_e_2 [max_link_capacity=2]
connection: Gottlieb_Daimler_Stra_e-Gottlieb_Daimler_Stra_e_3 [max_link_capacity=2]
connection: Hans_Seyfer_Stra_e_3-Salzstra_e_7 [max_link_capacity=2]
connection: Gottlieb_Daimler_Stra_e_2-Gottlieb_Daimler_Stra_e_6 [max_link_capacity=2]
connection: Salzstra_e_7-Gottlieb_Daimler_Stra_e_3 [max_link_capacity=2]
connection: Frankfurter_Stra_e_2-Alfred_Finkbeiner_Stra_e [max_link_capacity=2]
connection: Frankfurter_Stra_e_2-Frankfurter_Stra_e_8 [max_link_capacity=2]
connection: Bahnhofstra_e_5-Bahnhofstra_e [max_link_capacity=2]
connection: Frankfurter_Stra_e_3-Bahnhofstra_e [max_link_capacity=2]
connection: Frankfurter_Stra_e_3-Frankfurter_Stra_e_4 [max_link_capacity=2]
connection: Frankfurter_Stra_e_3-Weststra_e [max_link_capacity=2]
connection: Frankfurter_Stra_e_3-Mozartstra_e [max_link_capacity=2]
connection: Weststra_e_2-Weststra_e [max_link_capacity=2]
connection: Achtungstra_e_2-Weststra_e [max_link_capacity=2]
connection: Mozartstra_e-Ro_kampffstra_e [max_link_capacity=2]
connection: Mozartstra_e-Achtungstra_e_2 [max_link_capacity=2]
connection: Frankfurter_Stra_e_6-Mozartstra_e [max_link_capacity=2]
connection: Frankfurter_Stra_e_5-Badstra_e [max_link_capacity=2]
connection: Frankfurter_Stra_e_6-Frankfurter_Stra_e_5 [max_link_capacity=2]
connection: Frankfurter_Stra_e_5-Frankfurter_Stra_e_7 [max_link_capacity=2]
connection: Olgastra_e_2-Badstra_e [max_link_capacity=2]
connection: Badstra_e-Badstra_e_2 [max_link_capacity=2]
connection: Frankfurter_Stra_e_6-Olgastra_e [max_link_capacity=2]
connection: Charlottenstra_e-Max_Planck_Stra_e [max_link_capacity=5]
connection: Charlottenstra_e_2-Charlottenstra_e [max_link_capacity=5]
connection: Max_Planck_Stra_e_19-Max_Planck_Stra_e [max_link_capacity=2]
connection: Charlottenstra_e_15-Max_Planck_Stra_e [max_link_capacity=5]
connection: Max_Planck_Stra_e_28-Max_Planck_Stra_e [max_link_capacity=2]
connection: Charlottenstra_e_2-John_F_Kennedy_Stra_e [max_link_capacity=2]
connection: Charlottenstra_e_2-Charlottenstra_e_4 [max_link_capacity=5]
connection: Happelstra_e_2-Happelstra_e [max_link_capacity=10]
connection: Urbanstra_e-Happelstra_e_2 [max_link_capacity=10]
connection: Happelstra_e_5-Happelstra_e_2 [max_link_capacity=2]
connection: Urbanstra_e-Urbanstra_e_2 [max_link_capacity=10]
connection: Urbanstra_e_2-Urbanstra_e_5 [max_link_capacity=10]
connection: Werderstra_e-Urbanstra_e_2 [max_link_capacity=2]
connection: Urbanstra_e_3-Urbanstra_e_4 [max_link_capacity=10]
connection: Urbanstra_e_3-S_dstra_e [max_link_capacity=10]
connection: Urbanstra_e_4-Innsbrucker_Stra_e_3 [max_link_capacity=10]
connection: Urbanstra_e_4-Wilhelmstra_e_2 [max_link_capacity=10]
connection: S_dstra_e-Uhlandstra_e_8 [max_link_capacity=10]
connection: Neckartalstra_e_2-Neue_Stra_e_2 [max_link_capacity=2]
connection: Neue_Stra_e_2-Neue_Stra_e_3 [max_link_capacity=2]
connection: Neckartalstra_e_2-Neckartalstra_e_3 [max_link_capacity=10]
connection: Neckartalstra_e_2-Neckartalstra_e_2_via_1 [max_link_capacity=10]
connection: Neckartalstra_e_2_via_1-Neckartalstra_e_4 [max_link_capacity=10]
connection: Neue_Stra_e_3-Badstra_e_6 [max_link_capacity=2]
connection: Karlsruher_Stra_e-Neckartalstra_e_3 [max_link_capacity=10]
connection: Neckartalstra_e_3-Neckartalstra_e_11 [max_link_capacity=10]
connection: Neckartalstra_e_4-Brackenheimer_Stra_e [max_link_capacity=10]
connection: Neckartalstra_e_33-Neckartalstra_e_4 [max_link_capacity=10]
connection: Neue_Stra_e_5-Neue_Stra_e_4 [max_link_capacity=2]
connection: Neue_Stra_e_4-Neue_Stra_e_6 [max_link_capacity=2]
connection: Neue_Stra_e_5-Dorfplatz [max_link_capacity=2]
connection: Neue_Stra_e_5-Bauernstra_e [max_link_capacity=2]
connection: Neue_Stra_e_7-Neue_Stra_e_6 [max_link_capacity=2]
connection: Stedinger_Stra_e-Neue_Stra_e_6 [max_link_capacity=2]
connection: Dorfplatz-Dorfplatz_2 [max_link_capacity=2]
connection: Dorfplatz-Seestra_e [max_link_capacity=2]
connection: Stockgartenweg-Dorfplatz_2 [max_link_capacity=2]
connection: Heinrichstra_e-Dorfplatz_2 [max_link_capacity=2]
connection: Neue_Stra_e_4-Seestra_e [max_link_capacity=2]
connection: Seestra_e_2-Seestra_e [max_link_capacity=2]
connection: Klingenberger_Stra_e_2-Klingenberger_Stra_e [max_link_capacity=2]
connection: Seestra_e_2-Klingenberger_Stra_e [max_link_capacity=2]
connection: Klingenberger_Stra_e_2-Klingenberger_Stra_e_5 [max_link_capacity=2]
connection: Klingenberger_Stra_e_2-Heuchelbergstra_e [max_link_capacity=2]
connection: Seestra_e_2-Haagstra_e [max_link_capacity=2]
connection: Friedrichstra_e-Friedrichstra_e_2 [max_link_capacity=2]
connection: Bachstra_e-Friedrichstra_e [max_link_capacity=2]
connection: Friedenstra_e-Friedrichstra_e [max_link_capacity=2]
connection: Friedrichstra_e_2-Friedrichstra_e_5 [max_link_capacity=2]
connection: Eppinger_Stra_e_4-Friedrichstra_e_2 [max_link_capacity=2]
connection: Bachstra_e-Teichstra_e_2 [max_link_capacity=2]
connection: Bachstra_e-Friedenstra_e_3 [max_link_capacity=2]
connection: Bachstra_e-Bachstra_e_2 [max_link_capacity=2]
connection: Friedenstra_e-Friedenstra_e_2 [max_link_capacity=2]
connection: Friedenstra_e-Friedenstra_e_3 [max_link_capacity=2]
connection: Friedenstra_e-Friedrichstra_e_3 [max_link_capacity=2]
connection: Friedenstra_e_2-Augustenstra_e [max_link_capacity=2]
connection: Friedenstra_e_2-Eppinger_Stra_e [max_link_capacity=2]
connection: Leonhardstra_e-Friedenstra_e_3 [max_link_capacity=2]
connection: Leonhardstra_e-Leonhardstra_e_3 [max_link_capacity=2]
connection: Leonhardstra_e-Teichstra_e_2 [max_link_capacity=2]
connection: Friedrichstra_e_4-Keilstra_e [max_link_capacity=2]
connection: Keilstra_e-Keilstra_e_2 [max_link_capacity=2]
connection: Keilstra_e-Bachstra_e_2 [max_link_capacity=2]
connection: Friedrichstra_e_4-Friedrichstra_e_6 [max_link_capacity=2]
connection: Friedrichstra_e_4-Friedrichstra_e_5 [max_link_capacity=2]
connection: Keilstra_e_2-Teichstra_e [max_link_capacity=2]
connection: Keilstra_e_2-Keilstra_e_3 [max_link_capacity=2]
connection: Friedrichstra_e_2-Bachstra_e_2 [max_link_capacity=2]
connection: Oststra_e-S_dstra_e_2 [max_link_capacity=10]
connection: Oststra_e-Silcherstra_e [max_link_capacity=2]
connection: S_dstra_e_2-Stuttgarter_Stra_e_2 [max_link_capacity=10]
connection: Dittmarstra_e_7-S_dstra_e_2 [max_link_capacity=10]
connection: Silcherstra_e-Silcherstra_e_4 [max_link_capacity=2]
connection: S_dstra_e_2-Silcherstra_e [max_link_capacity=2]
connection: Stuttgarter_Stra_e-Stuttgarter_Stra_e_2 [max_link_capacity=10]
connection: Stuttgarter_Stra_e-Silcherplatz [max_link_capacity=10]
connection: Silcherplatz_2-Stuttgarter_Stra_e_2 [max_link_capacity=10]
connection: Silcherplatz-Stuttgarter_Stra_e_2 [max_link_capacity=10]
connection: Silcherplatz-S_dstra_e_5 [max_link_capacity=10]
connection: Mannheimer_Stra_e-Paulinenstra_e_3 [max_link_capacity=10]
connection: Schaeuffelenstra_e_3-Mannheimer_Stra_e [max_link_capacity=10]
connection: Dammstra_e_8-Paulinenstra_e_3 [max_link_capacity=10]
connection: Schaeuffelenstra_e_3-Schaeuffelenstra_e_9 [max_link_capacity=10]
connection: Schaeuffelenstra_e_3-Schaeuffelenstra_e_4 [max_link_capacity=10]
connection: Schaeuffelenstra_e_4-Mannheimer_Stra_e_2 [max_link_capacity=10]
connection: Mannheimer_Stra_e_3-Schaeuffelenstra_e_4 [max_link_capacity=10]
connection: Mannheimer_Stra_e_2-Schaeuffelenstra_e_9 [max_link_capacity=10]
connection: Mannheimer_Stra_e_2-Gerberstra_e_3 [max_link_capacity=2]
connection: Mannheimer_Stra_e_3-Weipertstra_e [max_link_capacity=10]
connection: F_gerstra_e_2-Weipertstra_e [max_link_capacity=10]
connection: Bleichinselbr_cke-Weipertstra_e [max_link_capacity=10]
connection: Ludwigsburger_Stra_e-Ludwigsburger_Stra_e_2 [max_link_capacity=5]
connection: Ludwigsburger_Stra_e-Klingenberger_Stra_e_3 [max_link_capacity=2]
connection: Ludwigsburger_Stra_e-Ludwigsburger_Stra_e_via_1 [max_link_capacity=5]
connection: Ludwigsburger_Stra_e_via_1-Ludwigsburger_Stra_e_via_2 [max_link_capacity=5]
connection: Ludwigsburger_Stra_e_via_2-Ludwigsburger_Stra_e_via_3 [max_link_capacity=5]
connection: Ludwigsburger_Stra_e_via_3-Theodor_Heuss_Stra_e_5 [max_link_capacity=5]
connection: Ludwigsburger_Stra_e_2-Ludwigsburger_Stra_e_8 [max_link_capacity=5]
connection: Ludwigsburger_Stra_e_2-Klingenberger_Stra_e_3 [max_link_capacity=2]
connection: J_kleinstra_e-Klingenberger_Stra_e_3 [max_link_capacity=2]
connection: Theodor_Heuss_Stra_e_5-Felsenstra_e_2 [max_link_capacity=2]
connection: Theodor_Heuss_Stra_e_6-Theodor_Heuss_Stra_e_5 [max_link_capacity=5]
connection: J_kleinstra_e-J_kleinstra_e_5 [max_link_capacity=2]
connection: J_kleinstra_e-Michelsbergstra_e [max_link_capacity=2]
connection: Kappelstra_e-Strombergstra_e [max_link_capacity=2]
connection: Kappelstra_e_2-Kappelstra_e [max_link_capacity=2]
connection: Kappelstra_e-Klingenberger_Stra_e [max_link_capacity=2]
connection: Hechtstra_e-Strombergstra_e [max_link_capacity=2]
connection: Kappelstra_e_4-Strombergstra_e [max_link_capacity=2]
connection: Hofstattstra_e_2-Strombergstra_e [max_link_capacity=2]
connection: Kappelstra_e_2-Ludwigsburger_Stra_e_4 [max_link_capacity=2]
connection: Kappelstra_e_2-Ludwigsburger_Stra_e_5 [max_link_capacity=2]
connection: H_nderstra_e_2-H_nderstra_e [max_link_capacity=2]
connection: H_nderstra_e_3-H_nderstra_e [max_link_capacity=2]
connection: L_mlinstra_e-H_nderstra_e [max_link_capacity=2]
connection: L_mlinstra_e_2-H_nderstra_e [max_link_capacity=2]
connection: H_nderstra_e_2-H_nderstra_e_4 [max_link_capacity=2]
connection: H_nderstra_e_3-H_nderstra_e_6 [max_link_capacity=2]
connection: H_nderstra_e_3-Reinerstra_e_2 [max_link_capacity=2]
connection: H_nderstra_e_3-Reinerstra_e [max_link_capacity=2]
connection: L_mlinstra_e_3-L_mlinstra_e [max_link_capacity=2]
connection: Reinerstra_e-L_mlinstra_e [max_link_capacity=2]
connection: L_mlinstra_e_5-L_mlinstra_e_2 [max_link_capacity=2]
connection: L_mlinstra_e_2-Reinerstra_e_2 [max_link_capacity=2]
connection: H_nderstra_e_5-H_nderstra_e_4 [max_link_capacity=10]
connection: H_nderstra_e_2-H_nderstra_e_5 [max_link_capacity=10]
connection: Gro_gartacher_Stra_e_5-H_nderstra_e_5 [max_link_capacity=10]
connection: Wilhelm_Leuschner_Stra_e_2-Wilhelm_Leuschner_Stra_e [max_link_capacity=10]
connection: Wilhelm_Leuschner_Stra_e-Hans_Multscher_Stra_e [max_link_capacity=2]
connection: Wilhelm_Leuschner_Stra_e-Gro_gartacher_Stra_e [max_link_capacity=10]
connection: Wilhelm_Leuschner_Stra_e_2-Wilhelm_Leuschner_Stra_e_3 [max_link_capacity=10]
connection: Wilhelm_Leuschner_Stra_e_2-Neckargartacher_Stra_e [max_link_capacity=5]
connection: Wilhelm_Leuschner_Stra_e_2-Heidelberger_Stra_e [max_link_capacity=5]
connection: Heidelberger_Stra_e_2-Hans_Multscher_Stra_e [max_link_capacity=2]
connection: Hans_Multscher_Stra_e_2-Hans_Multscher_Stra_e [max_link_capacity=2]
connection: Gro_gartacher_Stra_e_11-Gro_gartacher_Stra_e [max_link_capacity=10]
connection: Hans_Baldung_Stra_e-Gro_gartacher_Stra_e [max_link_capacity=2]
connection: Wilhelm_Leuschner_Stra_e_3-Karl_Marx_Stra_e [max_link_capacity=2]
connection: Wilhelm_Leuschner_Stra_e_4-Wilhelm_Leuschner_Stra_e_3 [max_link_capacity=10]
connection: Karl_Marx_Stra_e-Landwehrstra_e_2 [max_link_capacity=2]
connection: Karl_Marx_Stra_e-Karl_Marx_Stra_e_2 [max_link_capacity=2]
connection: Neckartalstra_e_5-Wilhelm_Leuschner_Stra_e_4 [max_link_capacity=10]
connection: Gro_gartacher_Stra_e_2-Wilhelm_Leuschner_Stra_e_4 [max_link_capacity=2]
connection: Wilhelm_Leuschner_Stra_e_4-Landwehrstra_e [max_link_capacity=2]
connection: Neckartalstra_e_5-Neckartalstra_e_6 [max_link_capacity=10]
connection: Neckartalstra_e_5-Neckartalstra_e_7 [max_link_capacity=10]
connection: Gro_gartacher_Stra_e_2-Gro_gartacher_Stra_e_3 [max_link_capacity=2]
connection: Gro_gartacher_Stra_e_2-Hans_Baldung_Stra_e [max_link_capacity=2]
connection: Landwehrstra_e-Landwehrstra_e_7 [max_link_capacity=2]
connection: Landwehrstra_e-Karl_Marx_Stra_e [max_link_capacity=2]
connection: Landwehrstra_e-Hans_Sachs_Stra_e_4 [max_link_capacity=2]
connection: Neckartalstra_e_6-Neckartalstra_e_13 [max_link_capacity=10]
connection: Neckartalstra_e_8-Neckartalstra_e_7 [max_link_capacity=10]
connection: Neckartalstra_e_8-Neckartalstra_e [max_link_capacity=10]
connection: Neckartalstra_e_8-Karlsruher_Stra_e [max_link_capacity=10]
connection: Olgastra_e-Olgastra_e_4 [max_link_capacity=2]
connection: Olgastra_e-Ro_kampffstra_e [max_link_capacity=2]
connection: Leonhardstra_e_2-Leonhardstra_e_3 [max_link_capacity=2]
connection: Leonhardstra_e_2-M_hlstra_e [max_link_capacity=2]
connection: Ludwigsburger_Stra_e_12-Leonhardstra_e_3 [max_link_capacity=2]
connection: Teichstra_e-M_hlstra_e [max_link_capacity=2]
connection: Keilstra_e_3-M_hlstra_e [max_link_capacity=2]
connection: C_cilienbrunnenstra_e_2-C_cilienbrunnenstra_e [max_link_capacity=2]
connection: Bl_cherstra_e-C_cilienbrunnenstra_e [max_link_capacity=2]
connection: Silcherstra_e_2-C_cilienbrunnenstra_e [max_link_capacity=2]
connection: Im_Gemmingstal-C_cilienbrunnenstra_e [max_link_capacity=2]
connection: C_cilienbrunnenstra_e_2-Drosteweg [max_link_capacity=2]
connection: C_cilienbrunnenstra_e_2-C_cilienbrunnenstra_e_7 [max_link_capacity=2]
connection: Bl_cherstra_e-Bl_cherstra_e_2 [max_link_capacity=2]
connection: Bl_cherstra_e-Karl_J_ger_Stra_e [max_link_capacity=2]
connection: Silcherstra_e_3-Silcherstra_e_2 [max_link_capacity=2]
connection: Waiblingerstra_e-Silcherstra_e_2 [max_link_capacity=2]
connection: Im_Gemmingstal_2-Im_Gemmingstal [max_link_capacity=2]
connection: Im_Gemmingstal-Schweinsbergstra_e [max_link_capacity=2]
connection: Teichstra_e-Bachstra_e_2 [max_link_capacity=2]
connection: Teichstra_e_2-Teichstra_e [max_link_capacity=2]
connection: Teichstra_e_2-Leonhardstra_e_2 [max_link_capacity=2]
connection: Im_Gemmingstal_2-Im_Gemmingstal_4 [max_link_capacity=2]
connection: Im_Gemmingstal_2-Schweinsbergstra_e [max_link_capacity=2]
connection: Schweinsbergstra_e_2-Schweinsbergstra_e_2_via_1 [max_link_capacity=2]
connection: Schweinsbergstra_e_2_via_1-Schweinsbergstra_e [max_link_capacity=2]
connection: C_cilienbrunnenstra_e_6-Schweinsbergstra_e [max_link_capacity=2]
connection: Pf_hlstra_e_2-Pf_hlstra_e [max_link_capacity=2]
connection: Schlizstra_e-Pf_hlstra_e [max_link_capacity=2]
connection: Pf_hlstra_e_3-Pf_hlstra_e [max_link_capacity=2]
connection: Hundsbergstra_e_3-Pf_hlstra_e_2 [max_link_capacity=2]
connection: Pf_hlstra_e_2-Robert_Mayer_Stra_e [max_link_capacity=2]
connection: Schlizstra_e-Katzensteige [max_link_capacity=2]
connection: Schlizstra_e-Schlizstra_e_2 [max_link_capacity=2]
connection: Schlizstra_e-Pf_hlstra_e_2 [max_link_capacity=2]
connection: Pf_hlstra_e_3-Fasanenstra_e [max_link_capacity=2]
connection: Pf_hlstra_e_3-Kunzestra_e [max_link_capacity=2]
connection: Reutlinger_Stra_e-Reutlinger_Stra_e_2 [max_link_capacity=2]
connection: Reutlinger_Stra_e-Einsteinstra_e [max_link_capacity=2]
connection: Reutlinger_Stra_e-Im_Gemmingstal_3 [max_link_capacity=2]
connection: Einsteinstra_e_8-Reutlinger_Stra_e_2 [max_link_capacity=2]
connection: N_rnberger_Stra_e-Reutlinger_Stra_e_2 [max_link_capacity=2]
connection: Einsteinstra_e_6-Einsteinstra_e [max_link_capacity=2]
connection: Badener_Stra_e-Einsteinstra_e [max_link_capacity=2]
connection: Friedrich_Naumann_Stra_e_2-Einsteinstra_e [max_link_capacity=2]
connection: Im_Gemmingstal_3-Dittmarstra_e [max_link_capacity=2]
connection: Im_Gemmingstal_3-Im_Gemmingstal_9 [max_link_capacity=2]
connection: 989198333-Neckartalstra_e_27 [max_link_capacity=10]
connection: Saarlandstra_e_3-Saarlandstra_e_17 [max_link_capacity=10]
connection: 989198333-Saarlandstra_e_3 [max_link_capacity=10]
connection: Im_Gemmingstal_4-L_wensteiner_Stra_e [max_link_capacity=2]
connection: Im_Gemmingstal_5-Im_Gemmingstal_4 [max_link_capacity=2]
connection: L_wensteiner_Stra_e-L_wensteiner_Stra_e_2 [max_link_capacity=2]
connection: N_rdlinger_Stra_e-L_wensteiner_Stra_e [max_link_capacity=2]
connection: Im_Gemmingstal_5-Im_Gemmingstal_8 [max_link_capacity=2]
connection: Im_Gemmingstal_5-Metzer_Stra_e_2 [max_link_capacity=2]
connection: Keilstra_e_3-Keilstra_e_4 [max_link_capacity=2]
connection: Blumhardtstra_e_2-Blumhardtstra_e [max_link_capacity=2]
connection: Ludwigsburger_Stra_e_3-Ludwigsburger_Stra_e_3_via_1 [max_link_capacity=2]
connection: Ludwigsburger_Stra_e_3_via_1-Blumhardtstra_e [max_link_capacity=2]
connection: Blumhardtstra_e_2-Eppinger_Stra_e_2 [max_link_capacity=2]
connection: Blumhardtstra_e_2-Friedenstra_e_4 [max_link_capacity=2]
connection: Ludwigsburger_Stra_e_3-Heuchelbergstra_e [max_link_capacity=2]
connection: Ludwigsburger_Stra_e_3-Hohlstra_e [max_link_capacity=2]
connection: Im_Gemmingstal_6-Im_Gemmingstal_7 [max_link_capacity=2]
connection: Im_Gemmingstal_6-Im_Gemmingstal_8 [max_link_capacity=2]
connection: Im_Gemmingstal_6-K_hlstra_e [max_link_capacity=2]
connection: K_hlstra_e-Im_Gemmingstal_7 [max_link_capacity=2]
connection: Im_Gemmingstal_10-Im_Gemmingstal_7 [max_link_capacity=2]
connection: Dinkelsb_hler_Stra_e-Im_Gemmingstal_8 [max_link_capacity=2]
connection: K_hlstra_e-K_hlstra_e_2 [max_link_capacity=2]
connection: Frankfurter_Stra_e_6-Olgastra_e_2 [max_link_capacity=2]
connection: Olgastra_e_2-Achtungstra_e [max_link_capacity=2]
connection: Achtungstra_e_3-Achtungstra_e [max_link_capacity=2]
connection: Achtungstra_e_4-Achtungstra_e [max_link_capacity=2]
connection: Olgastra_e_3-Achtungstra_e [max_link_capacity=2]
connection: J_gerhausstra_e_2-J_gerhausstra_e [max_link_capacity=2]
connection: J_gerhausstra_e_3-J_gerhausstra_e [max_link_capacity=2]
connection: J_gerhausstra_e_2-Richard_Becker_Stra_e [max_link_capacity=2]
connection: J_gerhausstra_e_2-J_gerhausstra_e_15 [max_link_capacity=2]
connection: J_gerhausstra_e_3-J_gerhausstra_e_8 [max_link_capacity=2]
connection: J_gerhausstra_e_3-Im_Wannental [max_link_capacity=2]
connection: Neckartalstra_e_10-Neckartalstra_e_9 [max_link_capacity=10]
connection: Georg_Vogel_Stra_e_2-Neckartalstra_e_10 [max_link_capacity=10]
connection: August_H_u_er_Stra_e_2-Neckartalstra_e_10 [max_link_capacity=2]
connection: Silcherstra_e_5-Silcherstra_e_3 [max_link_capacity=2]
connection: Schwabstra_e-Silcherstra_e_3 [max_link_capacity=2]
connection: Waiblingerstra_e-Waiblingerstra_e_2 [max_link_capacity=2]
connection: Waiblingerstra_e-Gutenbergstra_e [max_link_capacity=2]
connection: Waiblingerstra_e-Silcherstra_e_5 [max_link_capacity=2]
connection: Einsteinstra_e_2-Einsteinstra_e_3 [max_link_capacity=2]
connection: Einsteinstra_e_2-Einsteinstra_e_4 [max_link_capacity=2]
connection: Einsteinstra_e_2-Ehrlichstra_e [max_link_capacity=2]
connection: Einsteinstra_e_3-Einsteinstra_e_7 [max_link_capacity=2]
connection: Einsteinstra_e_3-Einsteinstra_e_6 [max_link_capacity=2]
connection: Am_Seelesberg-Einsteinstra_e_4 [max_link_capacity=2]
connection: Einsteinstra_e_5-Einsteinstra_e_4 [max_link_capacity=2]
connection: Eppinger_Stra_e-Friedenstra_e_4 [max_link_capacity=2]
connection: Friedenstra_e_5-Friedenstra_e_4 [max_link_capacity=2]
connection: Stedinger_Stra_e-Stedinger_Stra_e_via_1 [max_link_capacity=2]
connection: Stedinger_Stra_e_via_1-Friedenstra_e_4 [max_link_capacity=2]
connection: Eppinger_Stra_e-Eppinger_Stra_e_3 [max_link_capacity=2]
connection: Eppinger_Stra_e-Eppinger_Stra_e_2 [max_link_capacity=2]
connection: Heinrichstra_e_3-Friedenstra_e_5 [max_link_capacity=2]
connection: Klingenberger_Stra_e_4-Friedenstra_e_5 [max_link_capacity=2]
connection: Stedinger_Stra_e_2-Stedinger_Stra_e [max_link_capacity=2]
connection: Dinkelsb_hler_Stra_e-Dinkelsb_hler_Stra_e_3 [max_link_capacity=2]
connection: Dinkelsb_hler_Stra_e-N_rdlinger_Stra_e [max_link_capacity=2]
connection: Am_Seelesberg-Am_Seelesberg_via_1 [max_link_capacity=2]
connection: Am_Seelesberg_via_1-Einsteinstra_e_7 [max_link_capacity=2]
connection: Am_Seelesberg_2-Am_Seelesberg [max_link_capacity=2]
connection: Einsteinstra_e_5-J_gerhausstra_e_14 [max_link_capacity=2]
connection: Robert_Koch_Stra_e-Dittmarstra_e [max_link_capacity=2]
connection: Dittmarstra_e_5-Dittmarstra_e [max_link_capacity=2]
connection: Im_Gemmingstal_11-Im_Gemmingstal_9 [max_link_capacity=2]
connection: N_rnberger_Stra_e-Im_Gemmingstal_9 [max_link_capacity=2]
connection: Wilhelm_Blos_Stra_e-Wilhelm_Blos_Stra_e_via_1 [max_link_capacity=2]
connection: Wilhelm_Blos_Stra_e_via_1-Katzensteige [max_link_capacity=2]
connection: Katzensteige-Katzensteige_via_1 [max_link_capacity=2]
connection: Katzensteige_via_1-Katzensteige_3 [max_link_capacity=2]
connection: Schlizstra_e_2-Fasanenstra_e [max_link_capacity=2]
connection: Schlizstra_e_2-Schlizstra_e_2_via_1 [max_link_capacity=2]
connection: Schlizstra_e_2_via_1-Schlizstra_e_5 [max_link_capacity=2]
connection: Landwehrstra_e_4-Neckargartacher_Stra_e [max_link_capacity=2]
connection: Neckargartacher_Stra_e_8-Neckargartacher_Stra_e [max_link_capacity=5]
connection: Heidelberger_Stra_e-Landwehrstra_e_3 [max_link_capacity=2]
connection: Heidelberger_Stra_e-Heidelberger_Stra_e_2 [max_link_capacity=5]
connection: R_merstra_e-Saarlandstra_e_4 [max_link_capacity=10]
connection: Neckargartacher_Stra_e_2-Saarlandstra_e_4 [max_link_capacity=5]
connection: R_merstra_e-Saarlandstra_e_14 [max_link_capacity=5]
connection: R_merstra_e-Saarlandstra_e_15 [max_link_capacity=10]
connection: Neckargartacher_Stra_e_2-Neckargartacher_Stra_e_7 [max_link_capacity=5]
connection: 989198378-Saarlandstra_e_5 [max_link_capacity=10]
connection: Saarlandstra_e_5-Saarlandstra_e_6 [max_link_capacity=10]
connection: 989198378-Neckartalstra_e_9 [max_link_capacity=10]
connection: Saarlandstra_e_7-Saarlandstra_e_6 [max_link_capacity=10]
connection: 989198378-Saarlandstra_e_6 [max_link_capacity=10]
connection: Saarlandstra_e_7-Saarlandstra_e_3 [max_link_capacity=10]
connection: Saarlandstra_e_7-Saarlandstra_e_8 [max_link_capacity=10]
connection: Saarlandstra_e_8-Saarlandstra_e [max_link_capacity=10]
connection: Edisonstra_e-Edisonstra_e_2 [max_link_capacity=2]
connection: Edisonstra_e-Edisonstra_e_3 [max_link_capacity=2]
connection: Edisonstra_e-Edisonstra_e_4 [max_link_capacity=2]
connection: F_gerstra_e_6-Edisonstra_e_3 [max_link_capacity=2]
connection: Edisonstra_e_3-Gottlieb_Daimler_Stra_e_7 [max_link_capacity=2]
connection: Edisonstra_e_4-Edisonstra_e_6 [max_link_capacity=2]
connection: Edisonstra_e_5-Edisonstra_e_4 [max_link_capacity=2]
connection: Heinrichstra_e-Heinrichstra_e_2 [max_link_capacity=2]
connection: Heinrichstra_e-Stedinger_Stra_e_2 [max_link_capacity=2]
connection: Heinrichstra_e_2-Heinrichstra_e_3 [max_link_capacity=2]
connection: Heinrichstra_e_2-Klingenberger_Stra_e_5 [max_link_capacity=2]
connection: Stedinger_Stra_e_2-Kirchsteige [max_link_capacity=2]
connection: Dorfgraben-Heinrichstra_e_3 [max_link_capacity=2]
connection: Heuchelbergstra_e-Heuchelbergstra_e_2 [max_link_capacity=2]
connection: Heuchelbergstra_e-Ludwigsburger_Stra_e_4 [max_link_capacity=2]
connection: Brucknerstra_e-Heuchelbergstra_e_2 [max_link_capacity=2]
connection: Fritz_Ulrich_Stra_e_6-Heuchelbergstra_e_2 [max_link_capacity=2]
connection: Glockenstra_e-Heuchelbergstra_e_2 [max_link_capacity=2]
connection: Ludwigsburger_Stra_e_4-Ziegeleiweg [max_link_capacity=2]
connection: Herrmannstra_e_2-Weststra_e_2 [max_link_capacity=2]
connection: Achtungstra_e_4-Achtungstra_e_2 [max_link_capacity=2]
